region,gr,84.004,84.010,84.011,84.013,84.041,84.060,84.141,84.144,84.149,84.165,84.184,84.196,84.215,84.282,84.287,84.295,84.299,84.330,84.336,84.350,84.351,84.354,84.356,84.358,84.360,84.362,84.363,84.365,84.366,84.367,84.368,84.369,84.371,84.374,84.377,year
maine,0.829631255183854,0,13504022,1215894,226101,2720426,152972,291467,0,0,0,3259937,235157,3010415,0,5733988,0,0,97216,0,0,0,0,0,3050046,0,0,0,802370,897878,5888913,0,3891893,0,0,2021146,2010
maryland,0.831009526918739,0,45965837,525350,1351906,5418987,79123,436663,159325,0,0,4151634,820691,4635192,0,15234099,0,0,1376112,0,445921,348301,1713427,0,0,0,0,0,9601602,1636334,17157621,0,7322658,0,7672745,7264292,2010
massachusetts,0.842846227446692,0,60019823,1673173,1975418,662446,80123,0,93716,0,3889500,6102476,970684,24777618,0,18841112,0,299958,1476916,0,1179268,0,0,0,1335901,3760647,0,741750,12776616,2128970,21458125,0,7660085,11664831,33352847,9017161,2010
michigan,0.808688179370136,742584,135804637,8896163,380745,4919924,2573119,464021,33706,424220,0,10667829,2364749,9035879,16705209,43611142,0,253390,469178,0,0,274769,0,0,5039061,1209304,0,688732,10882518,5792635,47130621,0,10716010,1634733,0,20927825,2010
minnesota,0.779888055979136,0,36059637,2151830,244908,18351789,3488573,0,94157,0,2211380,3496376,577469,4391137,0,10929534,0,1677408,903881,0,0,610007,0,0,3658702,0,0,638305,8744729,1631149,16189977,1564900,6991083,0,0,5272121,2010
mississippi,0.747299234635595,0,50190912,1076700,752642,3117579,452296,472080,78236,0,1092899,5180314,901882,11641433,0,15199801,0,0,956827,0,909960,0,0,0,6242107,0,0,1597468,1755996,2792587,18061243,0,5426451,0,5560556,7251209,2010
missouri,0.820103431313897,0,233623049,1576552,1543717,22632979,87516,442741,93627,406316,0,2451683,1072052,6877914,3726580,17387407,0,0,160117,968398,0,0,0,0,8099786,1420018,0,0,4983879,3118673,21421215,0,7574008,0,5848345,8325226,2010
montana,0.814557962785009,0,10630763,1045858,104422,49420004,3229757,0,93138,0,0,2623344,199226,2363564,0,5733988,0,2389324,24474,0,0,0,0,0,5452262,0,0,0,1094107,897878,5888914,0,3700425,0,0,1780524,2010
nebraska,0.847073256996331,0,16178611,5291533,216886,17805121,822110,0,97050,0,0,392907,273114,4259050,0,5733988,0,405179,20000,0,0,0,0,0,4526020,858459,0,0,2721044,897878,6005209,0,4410391,0,0,2690765,2010
nevada,0.616574600122367,0,21341411,245803,396608,3611851,741358,0,159067,0,0,838337,414731,5279596,409346,7566603,0,0,268062,0,0,440114,0,0,110085,2866332,0,0,8401996,1139474,6636036,0,5124830,0,5956402,3604141,2010
new hampshire,0.865447245564893,0,9989950,151919,521976,7606,0,0,158981,0,0,209731,177370,1407926,1330981,5733988,0,0,23420,0,0,0,0,0,2446603,0,0,0,828448,897878,5888914,1902282,3954054,0,0,1561304,2010
new jersey,0.868351993596938,0,80974288,2038385,2468933,14951847,51121,0,94052,0,0,2972620,1330155,12799227,3333665,21390642,0,0,375704,2978841,674207,760288,0,0,2154763,0,0,0,20018081,3047804,27454394,0,9633393,8485591,0,10250585,2010
new mexico,0.694946067590114,0,28087848,956921,260575,99226047,7364530,861120,159723,823158,0,5885076,507170,4377933,0,9181179,0,420526,119990,0,10652,0,0,0,1980164,0,0,1048459,6310187,1435263,9595874,0,4594303,0,38271,4391034,2010
new york,0.799856059053674,631256,301409632,10268066,2957521,19638490,1779667,0,101636,421209,13435865,15598414,4933923,70837500,15259281,99375455,6e+06,0,4494158,3204628,7308065,5220731,0,0,3337900,1025648,0,3834526,54757377,10875633,100568827,0,17245268,996923,21484536,47477710,2010
north carolina,0.812947490983444,0,93754966,5854370,1225926,17514997,3471940,407735,97569,0,0,6490623,1712066,10916295,649542,29086523,0,252690,816799,1221517,1635381,268831,0,0,6164747,0,0,622117,15134226,5334746,28783086,1674928,10178834,0,16169946,14003925,2010
north dakota,0.849019971834592,0,8747445,242902,73271,37684888,1752646,0,159065,0,0,371791,163568,2299445,0,5733988,0,894038,0,0,0,0,0,0,546486,0,0,0,726862,897878,5888913,0,3447562,0,0,1387484,2010
ohio,0.80399731780893,0,137757832,2756462,2406718,2101105,0,0,94714,0,0,5621747,2367349,14119947,0,42635339,0,0,375336,2119980,1745782,0,0,0,5013088,0,0,0,8707875,5955245,45280543,0,11788423,8948335,471559,20371076,2010
oregon,0.700820471959659,718383,37619602,10644031,1228212,2720545,2027136,1675249,35317,1152144,0,6811771,666557,6444805,798628,10727877,0,1126137,327292,0,0,0,0,0,2680181,2727159,0,0,8257559,1803788,12125706,0,5780971,17052933,3569903,5310408,2010
pennsylvania,0.857666810024903,0,148129720,9408399,1163496,1771039,0,0,100844,423000,0,3066157,2578809,14116456,7152914,45206748,0,396327,318575,0,1632156,825870,0,0,1794088,2546687,0,1183452,13096320,5644486,48438038,0,12026529,0,31679938,21711071,2010
rhode island,0.783978074275516,561314,13105330,0,637491,1537318,0,0,0,0,0,101372,217815,3609334,2930920,5733988,0,0,0,0,0,0,0,0,105019,0,0,0,1972530,897878,5888914,0,3741795,0,0,1921317,2010
south carolina,0.738726382592929,0,53637861,582959,1699873,2440340,16416,0,159378,0,4980915,4552364,975770,8826449,5677105,16347381,0,0,481127,1185719,0,245663,0,0,3672418,0,0,749972,4605018,2774884,15997962,0,6425443,0,43552255,7818123,2010
south dakota,0.829087679020444,0,10202684,869218,166320,54427830,3341007,0,134227,0,0,748699,194420,2083347,0,5733988,0,2256481,713919,961022,640863,0,0,0,1060755,0,0,693333,1214154,897878,5888914,0,3622928,0,3969936,1739271,2010
tennessee,0.856675128300381,0,67713758,597298,459045,3814620,0,0,159391,0,4e+06,6425120,1231190,11998268,0,21901250,0,0,245852,0,27776,616467,0,0,4108688,0,0,592056,5884265,3805291,21857127,0,7751476,11822654,27804241,10419384,2010
texas,0.869985006533925,760294,329687615,61224108,2447583,101370422,387398,3121615,148595,2855366,14666731,19761847,6008405,20023652,25333308,106333075,0,0,5132778,1112863,5629275,844585,0,0,14987671,2842810,0,4554206,101628839,17957437,104349916,0,24461141,0,154813554,52030307,2010
utah,0.78014597445447,0,18336239,1916719,813024,8360261,1493601,0,66666,0,0,775812,317804,8573929,4031246,5733951,0,273737,123418,0,0,0,0,0,442288,0,0,0,5302682,1042172,8216380,0,5648349,0,0,2685530,2010
vermont,0.874363955016796,0,8141786,658510,485712,218447,234766,0,159448,0,0,1031331,163568,2555676,0,5733988,0,0,27440,0,0,0,0,0,0,0,0,0,5e+05,897878,5888914,0,3417438,0,0,1320614,2010
virginia,0.820334123368629,0,64692426,823989,1943700,41689957,15473,0,159601,0,0,3137429,1133205,11561586,338453,19265755,0,0,110302,1012492,244700,300628,0,0,2412482,0,0,1628247,11588738,2928802,22238137,0,8847804,1411159,13748723,9207252,2010
washington,0.760255332656171,0,51031021,15691456,1032887,52063217,3871976,1777909,82536,2861561,0,5104875,862249,9337924,0,15519624,0,877855,2003496,0,0,1226462,0,0,3029302,3948100,0,0,16293998,2547626,20050676,0,7979720,1266062,9298686,7737971,2010
west virginia,0.783871627729933,0,23177447,0,757887,11164,0,0,0,0,0,2339601,402407,2097924,0,7057238,0,0,45192,0,643250,0,0,0,3154088,0,0,0,783952,1058763,9813570,0,4248175,0,0,3369520,2010
wisconsin,0.872008843109803,0,52087477,659735,809955,12870537,2415763,848626,159449,0,0,9412344,821852,13455745,0,16341270,0,431073,1545843,0,434934,401481,0,0,3492681,0,0,0,6800172,2084043,19432704,0,7210748,1283057,245925,7802632,2010
wyoming,0.797668128654971,0,7984562,242064,550501,19978463,817890,0,0,0,0,7130293,163568,3896544,274049,5733988,0,302976,0,0,0,0,0,0,19017,0,0,0,1318761,897878,5888914,0,3408017,0,0,1330769,2010
