region,long,lat,group,order,subregion,rho
north carolina,-81.9787979125977,36.2109336853027,39,9725,main,0.611862917615694
north carolina,-81.9329605102539,36.2567672729492,39,9726,main,0.611862917615694
north carolina,-81.9272384643555,36.2624969482422,39,9727,main,0.611862917615694
north carolina,-81.8699417114258,36.3255233764648,39,9728,main,0.611862917615694
north carolina,-81.829833984375,36.3484420776367,39,9729,main,0.611862917615694
north carolina,-81.8011856079102,36.3484420776367,39,9730,main,0.611862917615694
north carolina,-81.7553482055664,36.3427124023438,39,9731,main,0.611862917615694
north carolina,-81.7152404785156,36.3427124023438,39,9732,main,0.611862917615694
north carolina,-81.7152404785156,36.3656311035156,39,9733,main,0.611862917615694
north carolina,-81.7209701538086,36.3828201293945,39,9734,main,0.611862917615694
north carolina,-81.7438888549805,36.4057388305664,39,9735,main,0.611862917615694
north carolina,-81.7209701538086,36.440113067627,39,9736,main,0.611862917615694
north carolina,-81.6980514526367,36.474494934082,39,9737,main,0.611862917615694
north carolina,-81.7037811279297,36.5031394958496,39,9738,main,0.611862917615694
north carolina,-81.7095108032227,36.5260581970215,39,9739,main,0.611862917615694
north carolina,-81.7037811279297,36.5547065734863,39,9740,main,0.611862917615694
north carolina,-81.6751327514649,36.5833549499512,39,9741,main,0.611862917615694
north carolina,-81.646484375,36.5948143005371,39,9742,main,0.611862917615694
north carolina,-81.3657379150391,36.5776252746582,39,9743,main,0.611862917615694
north carolina,-80.8844528198242,36.5604400634766,39,9744,main,0.611862917615694
north carolina,-80.8328857421875,36.5604400634766,39,9745,main,0.611862917615694
north carolina,-80.5979766845703,36.5604400634766,39,9746,main,0.611862917615694
north carolina,-80.4432754516602,36.5547065734863,39,9747,main,0.611862917615694
north carolina,-80.0937728881836,36.5489768981934,39,9748,main,0.611862917615694
north carolina,-80.0307464599609,36.5489768981934,39,9749,main,0.611862917615694
north carolina,-79.7098846435547,36.5489768981934,39,9750,main,0.611862917615694
north carolina,-79.4864349365234,36.5432472229004,39,9751,main,0.611862917615694
north carolina,-79.2171401977539,36.5432472229004,39,9752,main,0.611862917615694
north carolina,-79.1254730224609,36.5375213623047,39,9753,main,0.611862917615694
north carolina,-78.7988891601563,36.5375213623047,39,9754,main,0.611862917615694
north carolina,-78.7129440307617,36.5432472229004,39,9755,main,0.611862917615694
north carolina,-78.4436492919922,36.5375213623047,39,9756,main,0.611862917615694
north carolina,-78.3175964355469,36.5375213623047,39,9757,main,0.611862917615694
north carolina,-78.0425796508789,36.5375213623047,39,9758,main,0.611862917615694
north carolina,-77.8936157226563,36.5375213623047,39,9759,main,0.611862917615694
north carolina,-77.761833190918,36.5432472229004,39,9760,main,0.611862917615694
north carolina,-77.3378448486328,36.5432472229004,39,9761,main,0.611862917615694
north carolina,-77.1545028686523,36.5432472229004,39,9762,main,0.611862917615694
north carolina,-76.9195785522461,36.5489768981934,39,9763,main,0.611862917615694
north carolina,-76.5299758911133,36.5489768981934,39,9764,main,0.611862917615694
north carolina,-76.4898681640625,36.5489768981934,39,9765,main,0.611862917615694
north carolina,-76.3408966064453,36.5489768981934,39,9766,main,0.611862917615694
north carolina,-76.1117172241211,36.5547065734863,39,9767,main,0.611862917615694
north carolina,-76.0486831665039,36.5547065734863,39,9768,main,0.611862917615694
north carolina,-76.0429611206055,36.5432472229004,39,9769,main,0.611862917615694
north carolina,-76.0315017700195,36.5260581970215,39,9770,main,0.611862917615694
north carolina,-76.0429611206055,36.5203285217285,39,9771,main,0.611862917615694
north carolina,-76.0601501464844,36.5260581970215,39,9772,main,0.611862917615694
north carolina,-76.0773391723633,36.5203285217285,39,9773,main,0.611862917615694
north carolina,-76.0830688476563,36.5088691711426,39,9774,main,0.611862917615694
north carolina,-76.0773391723633,36.4974136352539,39,9775,main,0.611862917615694
north carolina,-76.0601501464844,36.4916839599609,39,9776,main,0.611862917615694
north carolina,-76.0486831665039,36.4859504699707,39,9777,main,0.611862917615694
north carolina,-76.0257720947266,36.4859504699707,39,9778,main,0.611862917615694
north carolina,-76.0200424194336,36.4630317687988,39,9779,main,0.611862917615694
north carolina,-76.0085754394531,36.4515762329102,39,9780,main,0.611862917615694
north carolina,-75.9856643676758,36.4458465576172,39,9781,main,0.611862917615694
